	LE6	LE7	LE8	LE9	LE10	LE11	LE12	LE13	LE14	LE15	LP1	LP2	LP3	LP4	LP5	LP6	LP7	LP8	LP9	LP10	LP11	LP12	LP13	LP14	LP15
	E14.5	E14.5	E14.5	E14.5	E14.5	E17.5	E17.5	E17.5	E17.5	E17.5	P0	P0	P0	P0	P0	P1	P1	P1	P1	P7	P7	P7	P21	P21	P21
TAG56:4(20:1)	0.000106817	0.000106054	0.000115344	6.66E-05	9.07E-05	0.000131288	0.000136039	8.90E-05	0.00014088	0.000110763	9.48E-05	9.26E-05	5.27E-05	8.51E-05	0.000107323	0.000108559	8.61E-05	0.000107719	8.86E-05	0.002978356	0.002206809	0.002718151	0.001395411	0.0029517	0.002013529
TAG56:4(20:2)	0.00013225	0.000240018	0.000173016	7.33E-05	0.000106368	0.000200057	0.000136039	0.000219395	0.000242794	0.000279822	0.000158537	0.000189626	0.000149306	0.000178168	0.000191881	0.000136081	0.000111651	0.00016434	5.14E-05	0.003727853	0.002995227	0.003617699	0.00202436	0.003834212	0.002948168
TAG56:4(20:3)	0.000226351	0.000334908	0.000248711	0.000163192	0.00026592	0.00025424	0.000366067	0.000473767	0.000296748	0.000328402	0.000274579	0.000244872	0.000252942	0.000175015	0.000279691	0.000110088	0.000102081	0.000147768	7.97E-05	0.002325224	0.001991091	0.002390846	0.001215067	0.001683626	0.001664918
TAG56:4(19:1)	7.63E-06	3.35E-05	2.88E-05	2.33E-05	2.82E-05	8.34E-06	1.98E-05	2.54E-05	4.50E-05	2.14E-05	1.63E-05	2.99E-06	3.51E-05	1.26E-05	1.79E-05	1.99E-05	1.91E-05	1.10E-05	2.66E-05	5.18E-05	3.63E-05	7.59E-05	4.28E-05	3.43E-05	2.10E-05
TAG56:4(18:1)	0.000394207	0.000485617	0.000630788	0.000389662	0.000391058	0.000735628	0.000838492	0.000769473	0.000701404	0.000781169	0.000570406	0.000673397	0.000430353	0.000405215	0.000556131	0.000371547	0.000338144	0.0005455	0.000207337	0.010284163	0.007964364	0.010488944	0.004864776	0.008784414	0.006220904
TAG56:4(18:2)	9.92E-05	8.93E-05	0.000158598	7.33E-05	0.000112625	0.000166715	0.000133565	9.22E-05	0.000224809	0.000207923	0.000114408	0.00011945	9.49E-05	8.36E-05	0.000107323	6.57E-05	0.000132387	0.000133958	8.33E-05	0.0037225	0.002827235	0.003420449	0.00183049	0.004121242	0.002524425
TAG56:4(18:3)	3.56E-05	9.49E-05	5.05E-05	4.00E-05	5.01E-05	3.33E-05	2.72E-05	2.54E-05	3.60E-05	2.33E-05	1.63E-05	1.64E-05	1.41E-05	1.42E-05	1.46E-05	1.83E-05	2.55E-05	1.52E-05	2.66E-05	8.57E-05	7.45E-05	0.000101876	0.000105952	0.000132805	8.41E-05
TAG56:3(22:1)	2.29E-05	3.91E-05	5.77E-05	4.66E-05	7.20E-05	5.84E-05	8.66E-05	4.45E-05	8.09E-05	6.41E-05	2.12E-05	2.54E-05	4.04E-05	3.31E-05	4.07E-05	3.98E-05	4.15E-05	4.14E-05	2.48E-05	0.000237341	0.000251989	0.000247105	0.000218667	0.000351291	0.000216379
TAG56:3(20:0)	7.12E-05	0.0001228	6.49E-05	7.66E-05	3.13E-05	5.84E-05	9.89E-05	5.41E-05	6.89E-05	6.22E-05	6.05E-05	5.08E-05	5.62E-05	2.37E-05	5.20E-05	4.59E-05	2.87E-05	4.14E-05	3.01E-05	0.000239125	0.000213808	0.000247105	0.000266007	0.000404841	0.000213374
TAG56:3(20:1)	0.000193288	0.000167454	0.000158598	0.000119896	0.00014391	0.000252156	0.000324019	0.000257551	0.000227806	0.000264276	0.000147096	0.000215009	0.000138767	0.000141904	0.000182125	0.000117733	0.000118031	0.000180913	8.15E-05	0.001390138	0.000937321	0.001374249	0.001199287	0.002067047	0.001394444
TAG56:3(18:1)	0.000361144	0.000407472	0.000392891	0.000329714	0.00030659	0.000481388	0.00060599	0.000540539	0.00049458	0.00050329	0.000395525	0.00037328	0.000274021	0.000249121	0.00040165	0.000247698	0.000253608	0.000356301	0.000152401	0.003249603	0.002559974	0.003422617	0.002367013	0.004311882	0.003245689
TAG56:3(18:2)	6.87E-05	8.37E-05	6.13E-05	6.66E-05	7.82E-05	0.000100029	8.16E-05	0.000111287	0.000113903	5.44E-05	6.05E-05	5.52E-05	7.38E-05	3.47E-05	4.23E-05	5.35E-05	5.58E-05	5.39E-05	3.54E-05	0.000801247	0.000559338	0.000912553	0.000642475	0.001274501	0.000814428
TAG56:2(22:1)	0.000119534	0.000251181	0.000151389	0.000139879	0.000103239	0.000122952	0.000153353	0.000225755	0.000128891	0.000132138	0.00010787	8.21E-05	0.000107149	6.31E-05	9.43E-05	5.20E-05	6.22E-05	7.18E-05	3.54E-05	0.000340843	0.000305441	0.000346814	0.00022543	0.000475528	0.000270474
TAG56:2(20:1)	7.63E-05	0.000139545	0.000169412	0.000109905	6.88E-05	9.79E-05	0.000138512	0.000108108	0.000128891	8.74E-05	7.35E-05	7.02E-05	7.38E-05	6.46E-05	8.78E-05	4.13E-05	4.15E-05	8.01E-05	2.66E-05	0.00038724	0.000274897	0.000392333	0.00043508	0.000869659	0.000489859
TAG56:2(18:1)	0.000223808	0.000251181	0.000223479	0.000123226	0.000193965	0.000200057	0.000230029	0.00026391	0.000206824	0.000246787	0.000202666	0.000203064	0.000172141	0.000187629	0.000195134	7.65E-05	8.93E-05	0.000169865	6.91E-05	0.000770911	0.000754057	0.000869202	0.000872414	0.001381601	0.000973707
TAG56:1(24:1)	2.54E-05	3.35E-05	2.16E-05	2.00E-05	6.88E-05	2.50E-05	6.43E-05	6.36E-05	2.10E-05	3.30E-05	3.60E-05	1.34E-05	2.28E-05	1.73E-05	2.76E-05	6.12E-06	1.75E-05	3.18E-05	3.72E-05	9.10E-05	6.87E-05	0.000136558	5.41E-05	9.85E-05	9.92E-05
TAG56:1(22:0)	9.66E-05	8.93E-05	0.000118949	9.33E-05	5.63E-05	5.63E-05	9.65E-05	0.000108108	5.70E-05	6.61E-05	4.90E-05	5.08E-05	3.86E-05	4.26E-05	3.58E-05	4.89E-05	4.15E-05	5.11E-05	5.32E-05	0.000121347	6.49E-05	0.000169072	7.44E-05	0.000143515	9.92E-05
TAG56:1(18:1)	7.38E-05	0.000200945	0.000100926	7.99E-05	5.94E-05	6.88E-05	0.000126145	0.000101749	6.59E-05	7.00E-05	6.37E-05	7.17E-05	7.90E-05	4.73E-05	6.18E-05	5.20E-05	6.70E-05	6.08E-05	5.49E-05	0.000324782	0.000242443	0.000270948	0.00024121	0.000302024	0.000219384
TAG57:9(22:6)	0.000122077	0.000373981	0.000219875	0.000186505	0.000269048	8.34E-05	0.000185507	0.000384737	0.00029375	0.000139911	0.000116042	0.000159764	0.000256455	0.000212856	0.000131715	0.000154429	0.000156312	0.000200247	0.000154173	0.000499664	0.000419981	0.000492042	0.000342653	0.000252758	0.000360632
TAG57:9(22:5)	4.83E-05	0.000106054	7.93E-05	8.99E-05	0.000150166	5.00E-05	0.000106358	6.68E-05	0.000122896	4.08E-05	7.52E-05	5.38E-05	7.73E-05	8.04E-05	7.32E-05	8.56E-05	4.94E-05	8.15E-05	8.68E-05	0.000178451	0.000181355	0.000257943	0.000119478	0.000109243	0.000141247
TAG57:8(17:1)	1.02E-05	5.02E-05	2.16E-05	1.33E-05	2.50E-05	1.46E-05	2.72E-05	2.86E-05	3.90E-05	1.55E-05	2.12E-05	1.79E-05	2.99E-05	2.21E-05	2.76E-05	3.21E-05	1.75E-05	2.35E-05	2.66E-05	0.000155253	0.000127903	0.000149563	3.83E-05	5.78E-05	6.01E-05
TAG57:8(22:6)	0.000284846	0.000764707	0.00036045	0.0002298	0.000350388	0.000225065	0.000336386	0.000674084	0.000548534	0.000266219	0.000264773	0.000262789	0.000303882	0.000304306	0.000266682	0.000276749	0.000331764	0.000305204	0.00029417	0.00092081	0.000775055	0.000953737	0.000403519	0.000584771	0.000471827
TAG57:8(22:5)	0.00027976	0.000954488	0.00028836	0.000306401	0.000528711	0.000141707	0.000467478	0.000788551	0.000533547	0.000180718	0.00030073	0.000298624	0.000526963	0.000381565	0.00034311	0.000304271	0.000341334	0.000389446	0.000418218	0.000612089	0.000658606	0.000507215	0.000480166	0.000494806	0.000498874
TAG58:9(22:6)	0.000261957	0.000312581	0.000320801	0.000243122	0.000278433	0.000235484	0.000304232	0.000260731	0.000248788	0.000353663	0.00023045	0.000453908	0.000226594	0.000187629	0.000229282	0.000215589	0.000279128	0.000400494	0.00015949	0.008728066	0.006950683	0.008462252	0.001048249	0.000996038	0.001151018
TAG58:9(22:5)	8.65E-05	5.58E-05	4.33E-05	5.33E-05	8.13E-05	6.04E-05	8.41E-05	0.000114467	5.10E-05	6.22E-05	4.90E-05	8.81E-05	5.45E-05	4.73E-05	6.18E-05	4.59E-05	6.54E-05	4.70E-05	5.67E-05	0.001538252	0.001261852	0.001530315	0.000317856	0.000214202	0.000330579
TAG58:9(20:5)	4.32E-05	0.0001228	3.96E-05	4.33E-05	6.26E-05	5.00E-05	4.45E-05	7.31E-05	4.50E-05	4.66E-05	3.11E-05	4.03E-05	3.86E-05	2.37E-05	1.79E-05	4.43E-05	3.83E-05	2.49E-05	3.01E-05	0.000879766	0.00072733	0.000791168	0.000105952	0.000169219	0.00010819
TAG58:8(22:6)	0.000567149	0.000720053	0.000674043	0.000426296	0.000434857	0.000566829	0.000633198	0.000772653	0.000650447	0.000821976	0.000625975	0.000762984	0.000505885	0.000428866	0.000689472	0.00035167	0.000446605	0.000751271	0.000276449	0.012084739	0.00973592	0.01135381	0.001636621	0.001535827	0.002332088
TAG58:8(22:5)	0.000180572	0.000178618	0.000140576	0.000116565	0.000156423	7.50E-05	0.000131092	0.000165341	0.00015287	0.000172945	9.97E-05	0.000216502	0.000107149	0.000107217	0.000128463	0.000116204	0.000149932	0.000145006	9.57E-05	0.003801018	0.003167037	0.003704403	0.00098062	0.000886795	0.001114954
TAG58:8(20:4)	0.000239067	0.000323745	0.000356846	0.000209818	0.000181451	0.000268827	0.000237449	0.00026391	0.000404656	0.000466369	0.000179784	0.00022994	8.08E-05	8.20E-05	0.000113828	6.42E-05	0.000121221	0.000121529	5.67E-05	0.006384997	0.005163855	0.006756363	0.000795767	0.001246654	0.001154023
TAG58:7(22:6)	0.000473048	0.000636326	0.000717297	0.000409644	0.000622565	0.000518899	0.000695033	0.000782192	0.000758355	0.000590735	0.000460901	0.00062711	0.000533989	0.000428866	0.000624427	0.000292039	0.000320599	0.000458496	0.000308347	0.005665837	0.00459879	0.005774446	0.001668181	0.001505839	0.002028556
TAG58:7(22:5)	0.000297562	0.000563762	0.000374869	0.00029974	0.000412958	0.000252156	0.000474898	0.000569156	0.000530549	0.000423619	0.000405331	0.000441964	0.000351309	0.000316919	0.000426042	0.000293568	0.000315814	0.000429495	0.000244551	0.005712234	0.004688514	0.006099584	0.001501363	0.001649354	0.002112703
TAG58:7(20:5)	3.05E-05	6.14E-05	5.05E-05	4.33E-05	3.13E-05	1.46E-05	1.48E-05	3.82E-05	3.00E-05	1.55E-05	1.47E-05	3.58E-05	1.58E-05	4.57E-05	3.74E-05	2.14E-05	2.55E-05	2.35E-05	3.90E-05	0.0002766	0.000225262	0.000240602	4.73E-05	7.93E-05	9.32E-05
TAG58:7(20:4)	0.000162769	0.000161872	0.000165807	0.000133218	0.000140781	0.000131288	0.000227555	0.000143084	0.000161862	0.000223469	0.000138924	0.000117957	6.32E-05	6.62E-05	9.43E-05	7.49E-05	9.25E-05	8.29E-05	7.09E-05	0.003385226	0.002710786	0.003535331	0.00073941	0.001004606	0.000850491
TAG58:7(20:3)	0.00013225	0.000111636	0.000115344	0.000133218	0.000103239	8.13E-05	0.000155826	0.000152623	0.000134885	0.000139911	7.85E-05	8.96E-05	6.15E-05	5.36E-05	7.32E-05	3.52E-05	5.42E-05	8.15E-05	6.03E-05	0.002623238	0.002153356	0.00255775	0.000579355	0.00077541	0.000757328
TAG58:6(22:5)	0.000111904	0.000396308	0.00018383	0.000169852	0.000234635	0.000166715	0.00025229	0.000327503	0.000302743	0.000217639	0.000176515	0.000191119	0.000175654	0.000159248	0.00023416	0.000160545	0.000173857	0.000178151	0.000171895	0.001870172	0.001668469	0.002007184	0.001016689	0.000807541	0.001190086
TAG58:6(20:3)	2.03E-05	7.26E-05	6.13E-05	3.66E-05	4.07E-05	4.58E-05	4.70E-05	2.86E-05	9.89E-05	3.69E-05	2.78E-05	4.18E-05	3.16E-05	2.05E-05	4.55E-05	3.98E-05	2.71E-05	4.56E-05	4.43E-05	0.000685254	0.000561247	0.000693627	0.000315602	0.000353433	0.000333585
TAG58:5(20:3)	2.29E-05	6.14E-05	5.05E-05	3.33E-05	1.88E-05	2.29E-05	3.46E-05	2.86E-05	3.30E-05	1.17E-05	2.94E-05	1.64E-05	1.76E-05	1.73E-05	4.07E-05	1.83E-05	1.75E-05	2.76E-05	1.77E-05	0.000273031	0.000200445	0.000290456	0.000173581	0.000263468	0.000183321
TAG58:5(22:1)	5.09E-05	7.81E-05	6.13E-05	5.33E-05	5.01E-05	1.67E-05	3.71E-05	4.13E-05	4.20E-05	1.36E-05	4.09E-05	2.09E-05	1.76E-05	1.42E-05	3.41E-05	2.45E-05	1.91E-05	3.04E-05	3.01E-05	0.000160606	0.00017181	0.000149563	7.44E-05	0.000197066	0.000123216
TAG58:5(20:1)	5.60E-05	4.47E-05	6.49E-05	6.66E-06	2.50E-05	6.46E-05	6.18E-05	7.31E-05	8.09E-05	8.16E-05	3.43E-05	4.03E-05	3.16E-05	3.00E-05	1.79E-05	1.83E-05	1.75E-05	3.87E-05	3.72E-05	0.000488957	0.000492523	0.00064594	0.0004193	0.000376995	0.00044478
TAG58:5(18:3)	1.53E-05	4.47E-05	2.16E-05	3.66E-05	3.13E-05	2.29E-05	2.47E-05	6.36E-06	3.60E-05	3.30E-05	1.63E-05	3.14E-05	8.78E-06	4.10E-05	1.63E-05	1.22E-05	6.38E-06	2.35E-05	2.13E-05	4.46E-05	4.20E-05	6.72E-05	7.44E-05	7.50E-05	4.81E-05
TAG58:5(18:2)	4.07E-05	7.26E-05	2.88E-05	3.33E-05	2.19E-05	6.04E-05	3.22E-05	3.50E-05	7.19E-05	6.41E-05	5.23E-05	5.67E-05	1.93E-05	4.26E-05	2.76E-05	2.45E-05	5.26E-05	3.18E-05	5.14E-05	0.000779833	0.000698695	0.000760822	0.000541032	0.000985328	0.000631106
TAG58:4(24:1)	5.09E-06	2.23E-05	7.21E-06	3.00E-05	2.19E-05	1.46E-05	1.73E-05	2.23E-05	2.70E-05	2.53E-05	2.12E-05	2.09E-05	1.93E-05	6.31E-06	2.11E-05	1.68E-05	6.38E-06	1.24E-05	1.42E-05	6.78E-05	3.05E-05	1.73E-05	1.80E-05	2.36E-05	3.31E-05
TAG58:4(22:1)	3.05E-05	6.14E-05	6.13E-05	2.33E-05	4.07E-05	3.13E-05	7.42E-05	6.36E-05	5.99E-06	6.22E-05	4.09E-05	4.48E-05	1.76E-05	3.15E-05	3.25E-05	4.13E-05	4.79E-05	3.31E-05	2.48E-05	0.000239125	0.000175628	0.000253607	0.000151038	0.000263468	0.000192337
TAG58:4(18:1)	0.000109361	0.000161872	0.000122553	8.66E-05	5.94E-05	0.000114616	0.00016572	0.000130365	0.000161862	0.00014574	0.000104602	0.000143339	0.000110662	0.000116677	0.000112202	6.73E-05	6.70E-05	0.000139482	6.03E-05	0.000883335	0.000681514	0.000953737	0.000637967	0.000940346	0.000820438
TAG58:4(18:2)	3.31E-05	6.14E-05	4.69E-05	3.66E-05	3.44E-05	5.21E-05	4.70E-05	6.04E-05	3.60E-05	5.44E-05	5.88E-05	3.28E-05	2.46E-05	3.15E-05	3.90E-05	5.50E-05	3.67E-05	3.45E-05	3.54E-05	0.000306937	0.00024817	0.000312132	0.00027277	0.000464818	0.000264463
TAG58:4(18:3)	2.54E-05	5.58E-05	2.52E-05	9.99E-06	2.82E-05	1.04E-05	3.71E-05	1.91E-05	4.80E-05	1.94E-05	9.81E-06	2.09E-05	1.05E-05	2.05E-05	1.79E-05	1.07E-05	2.07E-05	1.93E-05	5.32E-06	3.03E-05	4.39E-05	4.55E-05	3.83E-05	4.71E-05	3.91E-05
TAG58:3(18:2)	4.07E-05	7.81E-05	6.13E-05	6.66E-06	1.56E-05	3.75E-05	1.98E-05	7.95E-05	4.80E-05	2.33E-05	1.14E-05	2.24E-05	2.63E-05	1.58E-05	4.88E-05	1.99E-05	3.19E-05	2.76E-05	2.66E-05	0.000123132	0.000103086	0.000130055	0.000144275	0.0002549	0.000156274
TAG58:3(18:1)	0.000119534	0.000133963	0.000140576	4.66E-05	9.70E-05	9.38E-05	0.00018056	0.000139904	0.000122896	0.000114649	9.97E-05	8.21E-05	0.000100123	4.57E-05	0.000126837	6.42E-05	7.98E-05	0.000100814	7.62E-05	0.000462189	0.000374165	0.000550567	0.000430571	0.000642605	0.000589033
TAG58:3(22:1)	8.14E-05	0.000212109	0.000122553	0.000103244	0.000103239	5.42E-05	0.000148406	0.000222575	0.000128891	0.000124365	6.86E-05	9.71E-05	0.000119445	7.57E-05	7.64E-05	5.66E-05	0.000100486	7.04E-05	9.92E-05	0.000262324	0.00020999	0.000268781	0.000284042	0.000381279	0.000216379
TAG58:3(22:2)	2.54E-05	0.000139545	3.96E-05	3.33E-05	1.56E-05	3.75E-05	2.72E-05	5.09E-05	2.10E-05	5.05E-05	4.25E-05	3.58E-05	4.74E-05	2.84E-05	3.58E-05	3.06E-05	2.71E-05	3.18E-05	3.37E-05	0.000105286	0.000122176	0.000119217	0.000117224	0.000199208	0.000180316
TAG58:3(24:1)	3.56E-05	6.70E-05	2.52E-05	5.33E-05	3.13E-05	2.50E-05	2.97E-05	3.50E-05	4.50E-05	4.47E-05	2.12E-05	2.84E-05	2.46E-05	9.46E-06	2.11E-05	3.52E-05	1.12E-05	2.49E-05	2.66E-05	9.46E-05	9.93E-05	0.000121385	8.57E-05	0.000205634	0.00010819
TAG58:3(24:0)	2.29E-05	5.58E-06	1.80E-05	1.33E-05	1.88E-05	1.46E-05	1.98E-05	3.50E-05	2.10E-05	9.72E-06	6.54E-06	4.48E-06	2.28E-05	1.58E-05	1.79E-05	6.12E-06	9.57E-06	1.80E-05	1.06E-05	1.61E-05	1.53E-05	1.73E-05	2.71E-05	2.36E-05	2.10E-05
TAG58:2(24:0)	1.53E-05	3.35E-05	7.21E-05	3.33E-05	6.57E-05	3.13E-05	3.96E-05	3.18E-05	1.50E-05	2.14E-05	1.14E-05	1.19E-05	2.81E-05	3.15E-06	1.46E-05	1.99E-05	7.98E-06	1.66E-05	2.13E-05	4.64E-05	4.58E-05	3.68E-05	3.38E-05	8.14E-05	5.11E-05
TAG58:2(24:1)	5.34E-05	3.91E-05	7.93E-05	5.00E-05	3.13E-05	6.46E-05	7.42E-05	9.54E-05	5.40E-05	5.83E-05	4.90E-05	2.99E-05	2.46E-05	3.15E-05	3.74E-05	4.89E-05	4.31E-05	5.25E-05	4.08E-05	0.000171313	0.000122176	0.00017991	0.000157801	0.000203492	0.000120211
TAG58:2(22:0)	0.000134793	0.000228854	0.000205457	0.000119896	0.000168937	9.17E-05	0.000210242	0.000244832	0.000173852	0.000149627	8.50E-05	0.000110491	8.26E-05	0.00012456	9.11E-05	5.66E-05	9.25E-05	7.87E-05	8.86E-05	0.000132054	0.000169901	0.000110547	0.000153292	0.000156367	0.000174306
TAG58:2(22:1)	0.000267043	0.00058609	0.000378473	0.000283087	0.000378544	0.000191722	0.000284444	0.000419713	0.000428636	0.000273992	0.00018959	0.000200078	0.000210785	0.000200243	0.000248795	0.000181951	0.000207352	0.000151911	0.000269361	0.000294445	0.000286351	0.000340311	0.000342653	0.000319161	0.000399701
TAG58:2(18:1)	8.14E-05	0.0001842	0.000126158	7.66E-05	0.000100111	9.79E-05	9.89E-05	0.00017806	8.69E-05	8.94E-05	6.86E-05	7.76E-05	4.92E-05	7.57E-05	7.81E-05	5.35E-05	6.06E-05	5.80E-05	4.25E-05	0.000280169	0.000276806	0.00025144	0.000238956	0.000340581	0.000273479
TAG58:1(24:1)	5.60E-05	2.23E-05	6.13E-05	2.66E-05	6.57E-05	6.04E-05	3.96E-05	5.09E-05	5.10E-05	5.25E-05	3.60E-05	1.79E-05	4.92E-05	3.47E-05	3.58E-05	3.06E-05	1.91E-05	1.80E-05	2.48E-05	8.57E-05	6.87E-05	6.72E-05	5.64E-05	8.14E-05	9.62E-05
TAG60:5(24:1)	2.54E-05	7.81E-05	3.96E-05	4.66E-05	3.75E-05	2.50E-05	2.97E-05	4.77E-05	2.70E-05	1.75E-05	3.27E-05	1.05E-05	1.41E-05	2.37E-05	1.95E-05	2.60E-05	1.28E-05	1.38E-05	2.30E-05	5.35E-05	4.01E-05	5.85E-05	6.76E-05	9.85E-05	2.40E-05
TAG60:5(18:1)	3.31E-05	0.000145127	6.85E-05	5.66E-05	5.01E-05	4.58E-05	5.94E-05	5.41E-05	9.29E-05	7.97E-05	6.37E-05	5.23E-05	6.32E-05	5.68E-05	8.13E-05	2.29E-05	4.15E-05	4.97E-05	2.66E-05	0.000246263	0.000173719	0.000244937	0.000207395	0.000280604	0.000294516
TAG60:5(18:2)	2.29E-05	6.14E-05	5.05E-05	5.99E-05	2.82E-05	3.33E-05	2.72E-05	4.13E-05	2.40E-05	6.61E-05	4.25E-05	3.43E-05	4.04E-05	2.84E-05	6.02E-05	1.22E-05	2.07E-05	4.42E-05	3.90E-05	0.000171313	0.000116449	0.000184245	0.000151038	0.000173503	0.000144253
TAG60:4(24:1)	1.53E-05	3.91E-05	4.69E-05	1.67E-05	4.38E-05	2.29E-05	4.20E-05	4.77E-05	1.80E-05	9.72E-06	2.29E-05	3.14E-05	2.81E-05	2.05E-05	1.95E-05	1.22E-05	3.83E-05	2.07E-05	1.77E-05	7.49E-05	9.93E-05	7.80E-05	7.44E-05	0.000132805	0.000120211
TAG60:4(18:1)	4.58E-05	0.000139545	5.77E-05	5.66E-05	6.88E-05	6.88E-05	3.96E-05	6.36E-05	8.09E-05	6.80E-05	7.35E-05	5.52E-05	4.92E-05	3.00E-05	3.41E-05	3.21E-05	3.19E-05	3.45E-05	3.19E-05	0.000223064	0.000135539	0.000255775	0.00017809	0.000409125	0.000237416
TAG60:4(18:2)	3.05E-05	8.37E-05	1.44E-05	2.33E-05	2.82E-05	2.92E-05	1.73E-05	8.27E-05	6.59E-05	2.91E-05	2.45E-05	1.64E-05	4.22E-05	2.37E-05	3.74E-05	1.99E-05	5.10E-05	2.62E-05	4.08E-05	0.000135623	9.16E-05	0.000127888	9.47E-05	0.00017993	0.000180316
TAG60:4(18:3)	1.53E-05	6.70E-05	2.52E-05	4.66E-05	2.50E-05	4.17E-06	9.89E-06	7.63E-05	3.00E-05	2.53E-05	2.78E-05	2.24E-05	1.41E-05	1.73E-05	2.44E-05	2.60E-05	1.91E-05	9.67E-06	2.48E-05	4.10E-05	4.39E-05	3.03E-05	6.31E-05	2.78E-05	4.81E-05
TAG60:3(24:0)	1.27E-05	4.47E-05	2.52E-05	2.66E-05	1.88E-05	1.25E-05	3.22E-05	1.91E-05	2.10E-05	4.08E-05	2.12E-05	2.84E-05	2.63E-05	1.58E-05	6.50E-06	1.07E-05	7.98E-06	1.10E-05	2.66E-05	4.10E-05	4.20E-05	3.68E-05	4.51E-05	3.86E-05	4.21E-05
TAG60:3(24:1)	4.58E-05	3.91E-05	2.88E-05	3.00E-05	8.45E-05	2.71E-05	2.47E-05	5.72E-05	3.00E-05	4.28E-05	1.80E-05	2.99E-05	2.63E-05	2.84E-05	1.95E-05	2.75E-05	2.07E-05	4.56E-05	3.37E-05	8.03E-05	7.83E-05	0.000114882	0.000108206	0.000147799	0.000138242
TAG60:3(18:1)	5.60E-05	0.0001228	3.96E-05	6.33E-05	7.82E-05	8.75E-05	8.16E-05	6.68E-05	5.70E-05	6.80E-05	0.000102967	5.67E-05	5.62E-05	3.78E-05	3.90E-05	2.60E-05	3.99E-05	7.60E-05	6.56E-05	0.000199866	0.000156538	0.00012572	0.000166818	0.000257042	0.000183321
TAG60:3(18:2)	3.81E-05	5.58E-05	3.96E-05	1.33E-05	1.88E-05	3.13E-05	4.70E-05	1.91E-05	3.00E-05	2.91E-05	1.80E-05	2.99E-05	1.58E-05	9.46E-06	1.63E-05	1.68E-05	2.39E-05	2.21E-05	1.77E-05	5.71E-05	4.58E-05	2.82E-05	5.41E-05	0.000122095	9.92E-05
TAG60:2(26:0)	3.81E-05	7.26E-05	1.80E-05	2.00E-05	2.19E-05	1.25E-05	1.73E-05	3.50E-05	3.60E-05	2.72E-05	2.78E-05	2.84E-05	1.23E-05	1.26E-05	1.46E-05	2.75E-05	7.98E-06	1.93E-05	1.59E-05	3.39E-05	4.01E-05	2.60E-05	2.25E-05	6.43E-05	5.41E-05
TAG60:2(24:0)	3.81E-05	6.70E-05	3.96E-05	4.00E-05	4.38E-05	3.96E-05	2.23E-05	5.41E-05	3.90E-05	3.11E-05	3.11E-05	2.39E-05	2.63E-05	2.84E-05	2.93E-05	3.21E-05	4.79E-06	2.90E-05	1.77E-05	3.57E-05	9.55E-06	3.25E-05	4.28E-05	5.57E-05	7.21E-05
TAG60:2(22:0)	2.80E-05	5.58E-05	5.05E-05	6.66E-05	1.88E-05	2.92E-05	3.96E-05	3.82E-05	2.70E-05	2.53E-05	1.47E-05	1.94E-05	2.28E-05	2.68E-05	1.63E-05	3.82E-05	2.55E-05	3.87E-05	3.01E-05	2.14E-05	3.44E-05	2.17E-05	4.51E-05	3.21E-05	1.50E-05
TAG60:3(18:0)	5.09E-05	4.47E-05	2.16E-05	9.99E-06	3.44E-05	2.29E-05	2.47E-05	9.54E-06	3.30E-05	2.53E-05	2.45E-05	1.64E-05	1.76E-05	2.21E-05	3.58E-05	2.60E-05	3.03E-05	2.21E-05	1.77E-05	5.89E-05	3.63E-05	4.34E-05	8.79E-05	8.78E-05	0.00010819
TAG60:2(18:1)	4.83E-05	0.000117218	0.000108135	9.66E-05	5.63E-05	5.21E-05	9.89E-05	9.22E-05	6.59E-05	9.72E-05	7.85E-05	5.38E-05	5.45E-05	4.10E-05	7.81E-05	5.50E-05	4.79E-05	6.49E-05	5.14E-05	9.81E-05	6.87E-05	0.000106212	0.000112715	0.000143515	0.00010819
TAG60:2(18:2)	2.03E-05	7.26E-05	2.52E-05	6.33E-05	2.82E-05	2.92E-05	3.46E-05	4.13E-05	4.20E-05	3.30E-05	3.11E-05	1.05E-05	3.86E-05	1.42E-05	2.44E-05	1.38E-05	2.07E-05	1.66E-05	3.37E-05	3.93E-05	1.72E-05	2.82E-05	4.96E-05	4.07E-05	3.01E-05
CE-14:0	0.000475622	0.000966623	0.000814643	0.000636639	0.000540262	0.000387142	0.000563348	0.000571078	0.000440563	0.000523256	0.00047436	0.00033546	0.000501277	0.000400619	0.00048623	0.000148229	0.000327898	0.000287855	0.000319763	0.004570783	0.003153369	0.002919635	0.001470217	0.001439647	0.001322834
CE-15:1	0.000264234	0.000266655	0.000305491	0.00039411	0.000245574	0.000185828	0.000119861	0.000236788	4.26E-05	9.81E-05	0.000137037	8.75E-05	2.55E-05	6.22E-05	6.34E-05	7.80E-05	0.000109299	2.62E-05	7.29E-05	0.000189817	4.61E-05	0.0001196	0.000158331	0.000138682	7.61E-05
CE-15:0	8.81E-05	0.000166659	0.000229118	0.000363794	2.46E-05	6.19E-05	3.60E-05	0.000167145	5.68E-05	7.63E-05	0.000137037	0.000102096	8.50E-05	6.22E-05	0.000105702	3.90E-05	3.42E-05	4.36E-05	4.49E-05	0.000334077	0.000230734	0.000204023	6.79E-05	0.000125474	0.000152269
